productID,warehouse,date,stockonhand,stockreceived,stockdispatched
47128867,Port James,2023-01-15,59,28,5
99173625,East Ronaldview,2023-01-15,468,32,42
27177924,Jimenezfurt,2023-01-15,417,37,44
23042655,Michaelhaven,2023-01-15,273,8,17
17363217,East Michaelport,2023-01-15,383,47,46
52110432,Claudiabury,2023-01-15,459,18,2
56183206,Davidtown,2023-01-15,345,48,10
23648198,Amyton,2023-01-15,49,47,1
81342100,West Jennifer,2023-01-15,46,30,3
46971431,Andrewhaven,2023-01-15,202,1,33
20443517,Port Andreastad,2023-01-15,327,39,49
74146526,Carrollfurt,2023-01-15,395,23,43
60164332,North Brittany,2023-01-15,443,4,41
44826668,Millerfurt,2023-01-15,259,18,45
98414013,Jamesland,2023-01-15,393,28,40
61522316,New Alexandrashire,2023-01-15,496,13,47
41320852,West Daniel,2023-01-15,211,44,9
84004718,Staceyborough,2023-01-15,325,15,29
83726896,Salasfort,2023-01-15,229,49,21
94495683,Wallerborough,2023-01-15,358,44,45
92484741,East Colleen,2023-01-15,301,3,29
81303189,Garyview,2023-01-15,221,16,20
73560601,Kellytown,2023-01-15,70,43,16
35308493,Markbury,2023-01-15,46,4,3
97174049,Smithbury,2023-01-15,100,8,41
57577207,Herringland,2023-01-15,362,24,34
41369194,Brenttown,2023-01-15,424,12,2
12107168,Woodland,2023-01-15,60,12,1
27482776,Lake Scottton,2023-01-15,363,10,20
95711685,Gravesview,2023-01-15,265,48,36
62274188,Lake Michelle,2023-01-15,323,13,28
38074047,Foxburgh,2023-01-15,348,4,48
87859091,Port Caitlin,2023-01-15,110,47,14
36710721,New Heather,2023-01-15,387,3,9
26189500,Dodsonberg,2023-01-15,412,45,6
83749081,Johnsonfort,2023-01-15,485,38,4
91889490,South Andrew,2023-01-15,355,9,12
41800749,Gomezland,2023-01-15,307,20,18
73836678,Millerberg,2023-01-15,162,31,47
24180885,West Gail,2023-01-15,404,37,39
39381816,North Brian,2023-01-15,186,38,42
27494158,Lawrenceland,2023-01-15,132,0,46
46266607,Loriburgh,2023-01-15,288,19,12
41411741,Lake Cody,2023-01-15,450,42,35
14707923,South Edwardmouth,2023-01-15,108,25,0
39414291,Brianland,2023-01-15,269,45,1
52627607,South Omar,2023-01-15,418,12,4
12096049,North Richard,2023-01-15,484,50,14
64258488,Josephmouth,2023-01-15,39,39,9
12381489,Port Samuel,2023-01-15,333,14,18
23794514,West Vickie,2023-01-15,210,40,26
69897469,Stephanieshire,2023-01-15,211,27,3
36090818,Port John,2023-01-15,190,29,13
28551812,New Lauraview,2023-01-15,215,31,21
45401298,New Kimberly,2023-01-15,87,49,4
24467771,Kimberlyside,2023-01-15,336,6,6
57312547,West Vanessa,2023-01-15,345,26,23
55785654,Port Sandraside,2023-01-15,312,5,42
97236566,Morganhaven,2023-01-15,138,28,10
44881444,Port Alyssaborough,2023-01-15,391,35,46
66317115,Hutchinsonshire,2023-01-15,122,45,15
92004118,West Kelsey,2023-01-15,430,2,26
27013178,East Lisaberg,2023-01-15,493,1,46
50100961,Port Crystal,2023-01-15,43,16,40
56078737,New Eddie,2023-01-15,39,30,43
41352752,Leblancview,2023-01-15,372,22,19
48560892,Donaldfurt,2023-01-15,462,24,2
41374841,Sheltonmouth,2023-01-15,255,21,22
64747487,West Robinton,2023-01-15,157,16,11
93891638,South Jordanside,2023-01-15,135,11,40
86209673,Port Cameronland,2023-01-15,304,35,48
55627792,New Kathy,2023-01-15,130,27,2
46588675,North Matthewburgh,2023-01-15,375,4,47
71446606,Hopkinschester,2023-01-15,489,7,29
50286403,North Daisy,2023-01-15,186,7,31
34146077,Port Tyler,2023-01-15,81,32,4
18997766,Martinezberg,2023-01-15,133,50,42
41908272,Tinaton,2023-01-15,87,44,17
30120626,West Devonmouth,2023-01-15,369,8,48
66652473,North Yvonneborough,2023-01-15,297,21,45
19735518,Murphymouth,2023-01-15,480,24,24
84884142,South Mark,2023-01-15,196,50,34
91284846,Harrismouth,2023-01-15,435,29,19
42815710,North Craig,2023-01-15,76,12,15
85717482,Angelicastad,2023-01-15,465,15,37
72700689,Lake Amandaport,2023-01-15,391,1,49
32688088,West Kathrynchester,2023-01-15,109,4,26
57814296,Nicolebury,2023-01-15,254,14,21
33979793,Bankston,2023-01-15,286,18,8
78712716,Port Jefferyfurt,2023-01-15,127,8,12
34377141,North Chadshire,2023-01-15,95,8,37
70185597,Port Christineland,2023-01-15,61,15,46
96763299,South Amanda,2023-01-15,288,34,22
31802523,West Melissa,2023-01-15,358,6,49
71491068,South Thomasview,2023-01-15,38,36,10
59149190,New Christopherport,2023-01-15,309,23,10
96691961,Lake Caleb,2023-01-15,13,34,32
39803447,New Douglas,2023-01-15,321,8,11
14771357,Hernandezside,2023-01-15,226,43,17
61151740,Allenview,2023-01-15,322,6,8
27405738,Marquezbury,2023-01-15,304,48,15
93417020,Courtneyborough,2023-01-15,405,22,40
61971293,Sarahland,2023-01-15,147,11,1
49250863,Sanchezland,2023-01-15,307,30,41
72299191,North Samuelville,2023-01-15,122,35,43
24527043,Lake Markview,2023-01-15,485,1,33
51028650,Villegasburgh,2023-01-15,87,43,23
77648765,East Christopher,2023-01-15,389,11,17
39250452,East Brandon,2023-01-15,387,34,26
15914105,East Johnland,2023-01-15,213,36,39
84018796,South Brian,2023-01-15,239,26,17
64035607,East Brandi,2023-01-15,312,17,9
28682811,Lindseystad,2023-01-15,83,36,23
69803638,East Jeremiahbury,2023-01-15,470,37,42
34895830,New Emma,2023-01-15,159,40,36
64662276,Woodshaven,2023-01-15,490,37,44
65818192,Lukeberg,2023-01-15,118,9,1
10610681,South Michael,2023-01-15,430,10,25
55052289,Muellertown,2023-01-15,128,33,48
29072094,Laraborough,2023-01-15,454,7,45
87673760,South Billyfurt,2023-01-15,271,31,35
40550908,Rileymouth,2023-01-15,467,27,23
61835430,Port Karenfurt,2023-01-15,236,35,38
30127786,Edwardsmouth,2023-01-15,494,14,31
44367877,Kathleenport,2023-01-15,12,40,40
62267444,Mirandachester,2023-01-15,441,48,17
59328227,South Michelle,2023-01-15,66,33,37
31194197,North Andrew,2023-01-15,213,29,47
96437896,Churchtown,2023-01-15,44,24,19
61496842,Dixonview,2023-01-15,369,42,25
45319452,North Veronica,2023-01-15,368,25,43
21695156,Matthewchester,2023-01-15,445,42,30
92394611,Donnaberg,2023-01-15,216,30,40
77407225,Millerberg,2023-01-15,325,23,47
72200453,New Sophialand,2023-01-15,65,17,43
56444931,East Teresa,2023-01-15,84,39,44
39085184,East Bailey,2023-01-15,435,10,48
57574779,Lake Deborahmouth,2023-01-15,2,33,20
93816752,Lisachester,2023-01-15,374,5,40
16378142,Rogersborough,2023-01-15,168,40,35
27456227,Lake Cherylberg,2023-01-15,206,15,27
95949144,Ricebury,2023-01-15,383,48,14
24557787,Joyview,2023-01-16,303,13,47
31453826,North Thomas,2023-01-16,248,38,38
53194769,Househaven,2023-01-16,152,46,26
82030923,West Ronald,2023-01-16,458,20,9
67236369,Anthonyhaven,2023-01-16,171,28,2
75984274,Meganville,2023-01-16,53,41,45
53432529,North Jodi,2023-01-16,197,25,0
91332946,Pamfort,2023-01-16,269,27,10
20484268,Lake Stacey,2023-01-16,185,42,43
16581755,Thomasport,2023-01-16,151,5,44
91688017,Ericaport,2023-01-16,155,42,16
81636422,Lake Keith,2023-01-16,50,6,28
80312516,New Susanborough,2023-01-16,36,37,27
75422368,Wyattchester,2023-01-16,82,18,13
36500494,North Tiffanyport,2023-01-16,406,20,15
33377627,Port Seanmouth,2023-01-16,164,32,2
53922823,North Ricky,2023-01-16,281,12,9
51344455,Jessicamouth,2023-01-16,351,32,4
58018240,Lindahaven,2023-01-16,453,35,4
77488853,New Ian,2023-01-16,169,8,45
83322651,East Sandraborough,2023-01-16,31,32,31
87326934,North Aprilland,2023-01-16,407,31,29
69414990,West Meganfurt,2023-01-16,298,34,40
74525472,Williamsonview,2023-01-16,400,11,25
51323896,Larrymouth,2023-01-16,73,44,28
16773513,West Robert,2023-01-16,35,42,48
85293601,Erikaburgh,2023-01-16,406,9,33
90507882,North Sarabury,2023-01-16,350,40,15
51920258,Miguelberg,2023-01-16,291,31,44
32323104,Huntview,2023-01-16,143,40,14
27857937,East Tiffanychester,2023-01-16,235,17,3
64153292,Hernandezmouth,2023-01-16,32,18,21
18889704,Andersonhaven,2023-01-16,123,8,7
22122462,Gilberthaven,2023-01-16,209,15,13
23245733,Garciahaven,2023-01-16,235,42,49
24968913,Lake Jennifertown,2023-01-16,202,20,10
53008146,Ryanport,2023-01-16,173,11,12
50364010,New Emilyborough,2023-01-16,214,48,25
54021411,Ariaston,2023-01-16,192,45,10
67720690,Port Erinmouth,2023-01-16,171,10,24
80030833,West Robertland,2023-01-16,476,47,42
98422712,East Samanthaview,2023-01-16,30,0,32
75255625,East Kristaborough,2023-01-16,486,32,45
52937194,Henryborough,2023-01-16,430,30,18
79293087,Stuartbury,2023-01-16,399,46,43
21238967,Port Andrewland,2023-01-16,406,41,17
53672255,Lake Carlhaven,2023-01-16,69,6,10
26062417,Smithville,2023-01-16,172,2,13
20209145,South Vincentside,2023-01-16,266,20,14
66895386,Joyceville,2023-01-16,417,7,19
52346226,North Robert,2023-01-16,317,20,50
43018594,New Juanmouth,2023-01-16,15,25,16
44854072,Davisfurt,2023-01-16,66,47,10
93979875,East Monicafort,2023-01-16,3,0,7
64586756,Catherineborough,2023-01-16,269,27,41
83251846,South Deborah,2023-01-16,419,45,0
75193170,Aliciatown,2023-01-16,110,3,33
36503298,Martinezfurt,2023-01-16,447,26,50
47128867,Bradleyview,2023-01-16,497,44,42
99173625,New Matthew,2023-01-16,185,19,14
27177924,Lake Kenneth,2023-01-16,257,2,8
23042655,Cochranview,2023-01-16,302,8,37
17363217,Gravesmouth,2023-01-16,363,30,35
52110432,Leehaven,2023-01-16,459,41,11
56183206,Brandontown,2023-01-16,139,18,21
23648198,Lake Amy,2023-01-16,433,42,8
81342100,Stephenborough,2023-01-16,231,15,30
46971431,North Karen,2023-01-16,201,33,21
20443517,Michaelview,2023-01-16,438,33,50
74146526,Leehaven,2023-01-16,182,22,15
60164332,Lake Karenside,2023-01-16,486,35,5
44826668,Rayville,2023-01-16,379,43,32
98414013,Ryanside,2023-01-16,91,29,26
61522316,Dickersonhaven,2023-01-16,394,25,1
41320852,West Cody,2023-01-16,82,50,9
84004718,Karentown,2023-01-16,347,34,12
83726896,Lake Melindafort,2023-01-16,280,18,35
94495683,Martinmouth,2023-01-16,241,46,17
92484741,Martinhaven,2023-01-16,157,18,35
81303189,South Samanthachester,2023-01-16,338,10,45
73560601,Bryantfort,2023-01-16,407,46,17
35308493,West Elizabeth,2023-01-16,73,40,10
97174049,Jimmyhaven,2023-01-16,338,18,38
57577207,Kellyfort,2023-01-16,10,46,16
41369194,Acevedomouth,2023-01-16,126,43,1
12107168,Davisbury,2023-01-16,78,34,19
27482776,Port Emilyborough,2023-01-16,2,30,24
95711685,Woodsshire,2023-01-16,445,49,5
62274188,Lake Stephanie,2023-01-16,445,43,9
38074047,Kristinfurt,2023-01-16,232,21,12
87859091,East Julieview,2023-01-16,196,49,33
36710721,Tylerstad,2023-01-16,450,37,19
26189500,Lake Connieville,2023-01-16,176,7,11
83749081,Lake Norma,2023-01-16,387,23,26
91889490,Leonardborough,2023-01-16,63,39,41
41800749,East Laurenstad,2023-01-16,373,7,18
73836678,East Tonyfurt,2023-01-16,226,19,37
24180885,Ethanborough,2023-01-16,462,31,43
39381816,Hickmanstad,2023-01-16,198,33,5
27494158,North Timothymouth,2023-01-16,44,20,46
46266607,Hernandezside,2023-01-16,391,32,27
41411741,Bethview,2023-01-16,427,2,46
14707923,Michaelton,2023-01-16,383,10,46
39414291,Port Laura,2023-01-16,19,14,45
52627607,North Meredith,2023-01-16,15,27,34
12096049,Lisaburgh,2023-01-16,350,7,34
64258488,Scottstad,2023-01-16,350,24,3
12381489,Mckeehaven,2023-01-16,12,41,42
23794514,New Jonathanland,2023-01-16,95,28,33
69897469,Shelbyhaven,2023-01-16,338,41,43
36090818,Thorntonland,2023-01-16,137,37,16
28551812,Choifurt,2023-01-16,303,31,29
45401298,North Robertmouth,2023-01-16,227,17,26
24467771,West Michael,2023-01-16,318,31,0
57312547,East Paul,2023-01-16,238,16,10
55785654,Morrisonbury,2023-01-16,226,46,31
97236566,Wilsonview,2023-01-16,244,49,14
44881444,Katherinefurt,2023-01-16,170,15,47
66317115,Jacksonport,2023-01-16,325,14,49
92004118,Port Michaelland,2023-01-16,150,37,27
27013178,Chambersstad,2023-01-16,86,48,29
50100961,Chandlerbury,2023-01-16,455,25,3
56078737,Walkerstad,2023-01-16,211,26,20
41352752,Mariaview,2023-01-16,25,31,38
48560892,New Darrenview,2023-01-16,365,1,42
41374841,Lisafort,2023-01-16,196,12,45
64747487,Port Sergioland,2023-01-16,45,13,50
93891638,Jessemouth,2023-01-16,360,42,50
86209673,Sandrachester,2023-01-16,49,39,45
55627792,New Lindsay,2023-01-16,3,20,31
46588675,Lindseyfort,2023-01-16,22,43,31
71446606,Tamaratown,2023-01-16,369,35,14
50286403,Port Michaelstad,2023-01-16,374,6,36
34146077,Kevinmouth,2023-01-16,496,19,2
18997766,Jessicaburgh,2023-01-16,434,3,37
41908272,Robertsonbury,2023-01-16,431,16,16
30120626,Gonzalesburgh,2023-01-16,439,18,43
66652473,West Lauren,2023-01-16,457,18,48
19735518,Parkfort,2023-01-16,371,36,28
84884142,West Erinton,2023-01-16,334,22,29
91284846,Nguyenshire,2023-01-16,297,22,50
42815710,Huntstad,2023-01-16,312,14,5
85717482,Port Marissaburgh,2023-01-16,77,23,28
72700689,Alanbury,2023-01-16,488,22,26
32688088,Mitchellport,2023-01-16,422,9,4
57814296,Parkerside,2023-01-16,258,17,30
33979793,North Kevinbury,2023-01-16,21,14,23
78712716,Port Tara,2023-01-16,250,18,0
34377141,East Daniel,2023-01-16,343,34,41
70185597,West Monica,2023-01-16,392,21,27
96763299,Mendezchester,2023-01-16,266,2,29
31802523,North Michaelton,2023-01-16,25,8,37
71491068,Carlosmouth,2023-01-16,94,43,29
59149190,West Angelastad,2023-01-16,90,1,0
96691961,North Courtney,2023-01-16,232,27,7
39803447,Wadeside,2023-01-16,75,17,35
14771357,Jonesview,2023-01-16,441,46,0
61151740,North Tracyberg,2023-01-16,330,0,12
27405738,Anthonytown,2023-01-16,150,15,15
93417020,Amyside,2023-01-16,8,29,35
61971293,Port Megan,2023-01-16,308,39,49
49250863,Port Kathyburgh,2023-01-16,154,25,26
72299191,Lake Natashaton,2023-01-16,473,15,18
24527043,Matthewshire,2023-01-16,87,13,9
51028650,Millerport,2023-01-16,213,43,25
77648765,East Michael,2023-01-16,334,46,33
39250452,North Julia,2023-01-16,359,48,26
15914105,South Mariaborough,2023-01-16,257,29,24
84018796,Wiseland,2023-01-16,240,27,16
64035607,Walkermouth,2023-01-16,450,33,1
28682811,Walkerhaven,2023-01-16,262,25,3
69803638,Port Lindsay,2023-01-16,401,10,25
34895830,North Christine,2023-01-16,204,25,37
64662276,Lake Lorimouth,2023-01-16,223,16,33
65818192,Stephenmouth,2023-01-16,428,11,41
10610681,Wrightport,2023-01-16,107,13,16
55052289,New Melissaport,2023-01-16,93,0,31
29072094,South Stevenland,2023-01-16,484,3,44
87673760,Port Michael,2023-01-16,113,1,4
40550908,Port Steven,2023-01-16,461,29,25
61835430,Seanberg,2023-01-16,394,41,2
30127786,North Seth,2023-01-16,406,8,46
44367877,Edwardsland,2023-01-16,390,8,34
62267444,Jenkinsside,2023-01-16,315,2,5
59328227,North Phillip,2023-01-16,56,3,38
31194197,Lisaview,2023-01-16,28,23,21
96437896,South April,2023-01-16,30,13,1
61496842,North Robert,2023-01-16,58,42,35
45319452,East Anna,2023-01-16,209,39,8
21695156,West Mitchellfurt,2023-01-16,173,15,40
92394611,North Micheleshire,2023-01-16,335,30,34
77407225,Crosbyton,2023-01-16,97,31,44
72200453,South Ryan,2023-01-16,200,36,38
56444931,Franklinchester,2023-01-16,338,33,49
39085184,Derekfort,2023-01-16,105,30,11
57574779,West Amandaland,2023-01-16,231,35,8
93816752,Juliechester,2023-01-16,461,7,38
16378142,Patelburgh,2023-01-16,90,1,3
27456227,Heatherside,2023-01-16,489,2,41
95949144,North Austin,2023-01-16,463,33,44
24557787,East Shelly,2023-01-17,428,24,28
31453826,East Jermaineside,2023-01-17,208,13,46
53194769,Crosbyfort,2023-01-17,431,28,5
82030923,New Allisonborough,2023-01-17,137,38,0
67236369,New Katrina,2023-01-17,237,33,6
75984274,Christineborough,2023-01-17,119,50,24
53432529,South William,2023-01-17,251,12,42
91332946,West Jennifer,2023-01-17,63,50,6
20484268,Port Sandrafort,2023-01-17,62,36,34
16581755,West Madisonland,2023-01-17,428,21,36
91688017,Lake Craig,2023-01-17,88,19,21
81636422,New Jeffery,2023-01-17,345,7,30
80312516,Jonesville,2023-01-17,289,24,36
75422368,Stephanieshire,2023-01-17,95,8,48
36500494,South Keith,2023-01-17,222,3,40
33377627,Combsland,2023-01-17,38,24,32
53922823,Juanbury,2023-01-17,252,6,49
51344455,Davischester,2023-01-17,223,43,1
58018240,North Christopher,2023-01-17,266,47,24
77488853,East Mollyfurt,2023-01-17,319,41,26
83322651,Brandonland,2023-01-17,334,34,49
87326934,Heidimouth,2023-01-17,100,39,40
69414990,Quinnchester,2023-01-17,66,40,1
74525472,New Jessicaton,2023-01-17,383,8,8
51323896,North Robertfort,2023-01-17,122,32,14
16773513,Port Erica,2023-01-17,292,11,27
85293601,New Ashleyland,2023-01-17,266,17,28
90507882,North Jose,2023-01-17,87,35,31
51920258,Timothytown,2023-01-17,489,47,9
32323104,North Elizabeth,2023-01-17,449,12,11
27857937,Royland,2023-01-17,212,48,48
64153292,South Kristopher,2023-01-17,99,7,4
18889704,West Mario,2023-01-17,4,33,4
22122462,New Patricia,2023-01-17,383,0,4
23245733,Lake Jeremy,2023-01-17,323,32,34
24968913,Porterview,2023-01-17,38,18,44
53008146,North Melvin,2023-01-17,76,6,37
50364010,Brianmouth,2023-01-17,26,28,33
54021411,New Courtneyville,2023-01-17,377,49,30
67720690,Port Jefferyport,2023-01-17,456,7,0
80030833,West Toddfurt,2023-01-17,426,14,43
98422712,Joannafurt,2023-01-17,36,3,21
75255625,East Kristymouth,2023-01-17,256,15,10
52937194,South Lindamouth,2023-01-17,208,45,44
79293087,South Victor,2023-01-17,262,26,29
21238967,South Aliciahaven,2023-01-17,118,5,11
53672255,West Heatherside,2023-01-17,481,20,45
26062417,Port Jessica,2023-01-17,311,9,11
20209145,Melissamouth,2023-01-17,479,39,7
66895386,South Eric,2023-01-17,74,3,33
52346226,Port Roberthaven,2023-01-17,142,3,5
43018594,New Andreabury,2023-01-17,158,0,25
44854072,Port Tracyfurt,2023-01-17,405,14,19
93979875,Freemanburgh,2023-01-17,29,2,38
64586756,New Thomasshire,2023-01-17,7,40,32
83251846,New Eddietown,2023-01-17,258,26,14
75193170,Richtown,2023-01-17,309,38,22
36503298,East Dawn,2023-01-17,349,17,44
47128867,Sawyerton,2023-01-17,198,11,49
99173625,New Leah,2023-01-17,84,26,40
27177924,Port Hannah,2023-01-17,98,43,3
23042655,South Willie,2023-01-17,103,44,24
17363217,East Lisaport,2023-01-17,166,33,31
52110432,Jennifermouth,2023-01-17,49,5,46
56183206,West Yesenia,2023-01-17,312,50,42
23648198,Penningtonberg,2023-01-17,445,5,39
81342100,Churchburgh,2023-01-17,163,17,44
46971431,Port Rachel,2023-01-17,28,34,7
20443517,North Marcmouth,2023-01-17,47,31,16
74146526,New Emilyton,2023-01-17,394,37,40
60164332,Lindseyville,2023-01-17,275,10,50
44826668,Gilbertfort,2023-01-17,370,33,46
98414013,Tamarashire,2023-01-17,404,11,32
61522316,Torresmouth,2023-01-17,108,50,20
41320852,East Kayla,2023-01-17,145,48,12
84004718,Sarahview,2023-01-17,192,32,47
83726896,Charlesland,2023-01-17,40,35,0
94495683,New Samuelton,2023-01-17,498,26,8
92484741,Charlesbury,2023-01-17,265,45,25
81303189,Davidmouth,2023-01-17,437,18,41
73560601,New Tiffanyville,2023-01-17,130,49,1
35308493,North Michelletown,2023-01-17,207,34,3
97174049,Nancystad,2023-01-17,168,11,33
57577207,Michaelhaven,2023-01-17,2,30,40
41369194,Melissaport,2023-01-17,380,22,44
12107168,Amyshire,2023-01-17,433,49,43
27482776,Jamesview,2023-01-17,141,12,45
95711685,Lake Theresaton,2023-01-17,67,18,8
62274188,Sosaberg,2023-01-17,300,34,17
38074047,West Tamara,2023-01-17,107,28,3
87859091,North Matthew,2023-01-17,116,21,10
36710721,Fryemouth,2023-01-17,300,26,1
26189500,Adamsville,2023-01-17,42,23,18
83749081,Elizabethberg,2023-01-17,292,1,48
91889490,New Chelseatown,2023-01-17,337,47,35
41800749,Kellyfort,2023-01-17,92,22,46
73836678,Jerryburgh,2023-01-17,193,42,35
24180885,Smithborough,2023-01-17,367,20,38
39381816,Maynardtown,2023-01-17,50,4,34
27494158,East Heidiborough,2023-01-17,286,36,12
46266607,Lefort,2023-01-17,107,23,9
41411741,Davisburgh,2023-01-17,92,48,41
14707923,Singletonburgh,2023-01-17,243,38,17
39414291,North Paultown,2023-01-17,367,13,21
52627607,East Robertaland,2023-01-17,344,26,33
12096049,Vickieshire,2023-01-17,499,29,1
64258488,East Jessica,2023-01-17,153,36,43
12381489,Gibbsberg,2023-01-17,101,41,45
23794514,East Paulstad,2023-01-17,255,14,0
69897469,East Jameshaven,2023-01-17,293,30,22
36090818,Susanberg,2023-01-17,464,49,23
28551812,West Angelaland,2023-01-17,211,19,34
45401298,New Gary,2023-01-17,58,45,1
24467771,West Jeremy,2023-01-17,422,10,44
57312547,East Ericashire,2023-01-17,492,10,24
55785654,Mitchellton,2023-01-17,420,11,8
97236566,North Kevinport,2023-01-17,155,26,24
44881444,Nathanport,2023-01-17,122,45,1
66317115,Wilsonmouth,2023-01-17,337,16,34
92004118,Bellton,2023-01-17,261,17,0
27013178,East Tamiton,2023-01-17,151,8,19
50100961,Lake Ericmouth,2023-01-17,467,28,1
56078737,Audreyfort,2023-01-17,164,41,23
41352752,North Kimberlyville,2023-01-17,309,39,5
48560892,Lake Carolynfort,2023-01-17,227,44,40
41374841,Elizabethborough,2023-01-17,264,44,10
64747487,Harrisside,2023-01-17,498,22,3
93891638,Lake Philip,2023-01-17,216,35,50
86209673,East Benjamin,2023-01-17,60,15,45
55627792,Michelleview,2023-01-17,66,47,46
46588675,Matthewberg,2023-01-17,254,29,12
71446606,North Williammouth,2023-01-17,443,16,7
50286403,Vegahaven,2023-01-17,272,4,35
34146077,Kevinport,2023-01-17,326,47,24
18997766,West Melissabury,2023-01-17,386,14,26
41908272,West Marciabury,2023-01-17,65,31,23
30120626,South Anamouth,2023-01-17,409,18,35
66652473,East Samantha,2023-01-17,235,46,50
19735518,South Kimberlyland,2023-01-17,468,7,40
84884142,Kristineberg,2023-01-17,358,25,35
91284846,Bergmouth,2023-01-17,164,48,2
42815710,Fisherside,2023-01-17,329,28,25
85717482,New Kristiside,2023-01-17,235,29,8
72700689,Nicholasbury,2023-01-17,244,41,6
32688088,Ruizburgh,2023-01-17,364,30,45
57814296,Samuelville,2023-01-17,15,28,15
33979793,East Michelle,2023-01-17,375,44,8
78712716,Schwartzborough,2023-01-17,373,46,9
34377141,Jeremyhaven,2023-01-17,195,48,48
70185597,Bennettmouth,2023-01-17,317,26,41
96763299,Elizabethtown,2023-01-17,240,35,6
31802523,South Stephenfurt,2023-01-17,11,47,15
71491068,Lake Carolmouth,2023-01-17,135,3,39
59149190,South Bobbychester,2023-01-17,58,48,27
96691961,Fosterland,2023-01-17,407,1,18
39803447,Port Nicholasport,2023-01-17,500,10,13
14771357,North Marcusshire,2023-01-17,475,9,26
61151740,East Stacy,2023-01-17,35,6,23
27405738,East Eric,2023-01-17,37,49,6
93417020,Reedmouth,2023-01-17,169,2,8
61971293,Port Darrell,2023-01-17,4,24,4
49250863,Adamville,2023-01-17,411,11,23
72299191,East Sabrina,2023-01-17,63,35,44
24527043,Kathleenton,2023-01-17,404,11,43
51028650,West Marie,2023-01-17,219,35,33
77648765,Maryland,2023-01-17,335,28,42
39250452,South Mariefurt,2023-01-17,289,39,12
15914105,West Anthonyhaven,2023-01-17,319,19,42
84018796,Brownland,2023-01-17,73,11,8
64035607,East Alison,2023-01-17,231,44,11
28682811,Nicholasbury,2023-01-17,222,24,49
69803638,Joannaberg,2023-01-17,139,23,20
34895830,North Sarahview,2023-01-17,271,33,31
64662276,New Melissaburgh,2023-01-17,335,6,30
65818192,Reynoldsbury,2023-01-17,482,0,12
10610681,Port Tiffany,2023-01-17,456,46,17
55052289,Davismouth,2023-01-17,366,23,0
29072094,Amyside,2023-01-17,53,41,28
87673760,New Tina,2023-01-17,315,32,9
40550908,Teresaville,2023-01-17,353,11,38
61835430,Stephaniefurt,2023-01-17,131,38,41
30127786,East Crystalstad,2023-01-17,121,2,13
44367877,New Michelle,2023-01-17,310,24,8
62267444,West Kathrynland,2023-01-17,455,29,18
59328227,Kathrynshire,2023-01-17,58,4,36
31194197,West Tinaville,2023-01-17,406,3,20
96437896,Kingfurt,2023-01-17,125,0,50
61496842,Andrewchester,2023-01-17,98,32,40
45319452,Potterberg,2023-01-17,451,0,28
21695156,Jeffreyshire,2023-01-17,320,39,19
92394611,Lake Travis,2023-01-17,205,38,21
77407225,New Edward,2023-01-17,278,38,5
72200453,Port Jamesmouth,2023-01-17,16,48,0
56444931,New Roy,2023-01-17,380,9,17
39085184,Lake Matthew,2023-01-17,290,10,18
57574779,South Catherineborough,2023-01-17,240,12,20
93816752,North Sheila,2023-01-17,350,44,30
16378142,East Christopherport,2023-01-17,371,7,21
27456227,Annaland,2023-01-17,117,17,10
95949144,Alexanderhaven,2023-01-17,209,30,4
24557787,East Jeremy,2023-01-18,75,9,20
31453826,South Olivia,2023-01-18,88,28,47
53194769,South Mary,2023-01-18,158,0,32
82030923,Lake Heatherport,2023-01-18,437,25,21
67236369,Matthewstad,2023-01-18,29,8,29
75984274,Aaronburgh,2023-01-18,162,47,31
53432529,North Paulmouth,2023-01-18,349,26,39
91332946,West Timothy,2023-01-18,382,2,30
20484268,Earlberg,2023-01-18,382,21,3
16581755,Shaneberg,2023-01-18,137,39,21
91688017,North Patty,2023-01-18,164,16,30
81636422,North Audrey,2023-01-18,219,16,46
80312516,Christianton,2023-01-18,240,23,43
75422368,North Sean,2023-01-18,363,36,38
36500494,Browningmouth,2023-01-18,129,3,2
33377627,Loganview,2023-01-18,346,26,16
53922823,Heidifort,2023-01-18,330,45,35
51344455,Ruizstad,2023-01-18,248,29,24
58018240,Paulmouth,2023-01-18,493,40,43
77488853,Villarrealbury,2023-01-18,204,14,8
83322651,North Crystal,2023-01-18,26,38,38
87326934,Kendrabury,2023-01-18,11,12,38
69414990,East Erikville,2023-01-18,465,5,19
74525472,Lake Randy,2023-01-18,450,47,27
51323896,Lake Duanemouth,2023-01-18,374,15,30
16773513,New Jeffrey,2023-01-18,316,38,34
85293601,Lake Adamborough,2023-01-18,151,35,9
90507882,West Adriennemouth,2023-01-18,239,50,44
51920258,Masonport,2023-01-18,195,11,45
32323104,New Carl,2023-01-18,114,42,23
27857937,New Kevin,2023-01-18,403,0,16
64153292,Andreatown,2023-01-18,429,49,40
18889704,Amandaburgh,2023-01-18,385,49,50
22122462,West Stephanie,2023-01-18,418,18,10
23245733,Lake Sheena,2023-01-18,431,13,26
24968913,Lake Yvonneborough,2023-01-18,290,3,44
53008146,North Kendraside,2023-01-18,379,23,15
50364010,East Annchester,2023-01-18,130,12,17
54021411,Catherinechester,2023-01-18,476,21,5
67720690,Palmerbury,2023-01-18,461,30,30
80030833,Jonesberg,2023-01-18,136,18,44
